51458.0,94.0,7.0,1.0,622.0,295.0,837.3572518317521,654.3185945180824,3.044734659848356,1.3375680574960551,90.22071418989506,12.84740245780322,63.320697618805916,62.70304104799639,5.0,3.0,0.0,5.0
443.0,7205.0,58.0,79.0,42476.0,81991.0,9778.796065202218,39.55979504492558,815.0692343153862,234.5860875675599,306.75398171281483,188.87015786355562,827.2641842981012,222.239020652095,0.0,82.0,0.0,1.0
21.0,3962.0,107.0,363.0,277298.0,3335.0,7315.990956667719,148.3404049198406,882.532778268954,48.680261564929886,1290.1212308831693,280.6979225269513,528.6935166966744,581.3657690700547,9.0,84.0,15.0,4.0
22.0,1581.0,32.0,2.0,123080.0,111141.0,9309.719024258953,41.05773930676927,665.6913022940623,44.949301644193305,763.2869366638903,1008.7563928414562,132.8852134729984,1033.8261290463904,1.0,89.0,4.0,0.0
54710.0,33.0,8.0,3.0,885.0,281.0,770.8941445366795,148.4377334717382,5.7009303370106155,0.8732309611602063,74.65245529846794,17.642180277910725,78.16756358450256,77.10525881153207,4.0,5.0,0.0,2.0
22.0,4902.0,489.0,329.0,154950.0,230206.0,25102.130382823143,587.835438863728,428.0601549167906,327.45308384089736,903.9388960106672,491.7311808747706,984.8781645372394,1413.3097595910401,18.0,99.0,6.0,7.0
22.0,1536.0,40.0,19.0,113292.0,397356.0,22074.185473468075,419.20994520279015,613.5016195921739,113.14707783401845,847.7376363222968,744.6038485194962,636.032960411688,855.8795232244282,9.0,67.0,13.0,1.0
21.0,4678.0,326.0,440.0,57505.0,366888.0,9690.909320893097,175.12621190601902,736.1440459588671,73.38564358613037,1275.9262866990314,1200.0110499967998,782.5962717572789,1246.1280906957923,15.0,18.0,9.0,4.0
11488.0,64.0,3.0,3.0,544.0,174.0,74.06664703093776,427.690549509512,9.516080755635109,0.8374837768629179,87.91907741137825,62.305069419441665,47.54616193527247,72.70613115617769,2.0,2.0,1.0,2.0
23.0,4008.0,230.0,83.0,471953.0,479211.0,31051.631197817565,538.9792399997068,943.6357953087908,470.5659328152961,196.03138127158007,524.6079514687566,357.6432366167371,105.46168885037454,5.0,19.0,12.0,3.0
25151.0,4.0,9.0,0.0,595.0,89.0,380.39647714551614,710.8265352404037,9.37249060331803,1.2342368862502124,105.910134629569,12.432192273041672,98.93188640667732,100.08558752769504,5.0,5.0,0.0,3.0
443.0,2068.0,54.0,485.0,237665.0,470763.0,42203.0921868477,532.4393197226465,409.75671873681085,492.18771791056855,1364.8440628620865,128.54980976592987,1040.2288076284785,1244.3195363626755,5.0,186.0,17.0,8.0
